UserId,name,accountcreationdate,Followers,Following,Favorites,Tweets,Lists,Verified,Protected,DefaultProfile,LastPosted
1.14267029947e+18,Haihai093,2019-06-23,0,336,414,164,0,0,1,1,
1.32493422742e+18,CunTo55471248,2020-11-07,0,1,0,0,0,0,0,1,
1.32493901922e+18,KAbear19,2020-11-07,0,7,0,0,0,0,0,1,
1.32493862064e+18,DreherOanh,2020-11-07,0,1,0,0,0,0,0,1,
1.32494424290e+18,mahrosh_haider,2020-11-07,0,3,0,0,0,0,0,1,
1.32466704733e+18,sirhenryDakioks,2020-11-06,10,48,3,0,0,0,0,1,
1.32494021490e+18,MarcVandenBran5,2020-11-07,0,10,0,0,0,0,0,1,
2707145780,mrs_hiatt,2014-08-04,9,25,0,0,0,0,0,1,
1.32494581810e+18,An67152487,2020-11-07,0,30,0,0,0,0,0,1,
1.30533095705e+18,durant_tanner,2020-09-14,3,131,0,0,0,0,0,1,
1.31983627701e+18,subUYoGWvabg4gP,2020-10-24,0,17,3,0,0,0,0,1,
1.19259742552e+18,Ali57043873,2019-11-08,3,19,17,0,0,0,0,1,
1.26673357008e+18,ArifMal24465858,2020-05-30,0,39,4,0,0,0,0,1,
8.95125320911e+17,bjobraden32,2017-08-09,144,4253,135932,9126,0,0,1,1,
2312994991,DarynCochran,2014-01-27,60,84,727,400,0,0,1,1,
1.32493498048e+18,Jackson50738891,2020-11-07,0,60,11,0,0,0,0,1,
1.32493733557e+18,thetofudog,2020-11-07,0,2,0,0,0,0,0,1,
1.30439017753e+18,LindaMu96907308,2020-09-11,0,22,24,0,0,0,1,1,
1.32421874921e+18,andrea87605932,2020-11-05,0,27,0,0,0,0,0,1,
1.32494532865e+18,JesusQu04247149,2020-11-07,1,6,0,0,0,0,0,1,
1.32492530102e+18,MatteoBarbisot1,2020-11-07,0,3,0,0,0,0,0,1,
1.32491159665e+18,biden46is,2020-11-07,0,43,0,0,0,0,0,1,
1.32471351907e+18,ZimmermanJunele,2020-11-06,0,2,0,0,0,0,0,1,
1.32494677119e+18,munan14091146,2020-11-07,0,6,0,0,0,0,0,1,
1.32494544461e+18,shakalover2018,2020-11-07,0,2,0,0,0,0,1,1,
1.32494416827e+18,LisaMoro11,2020-11-07,0,50,0,0,0,0,0,1,
1.26504502047e+18,AmandaS87055830,2020-05-25,0,1,0,0,0,0,0,1,
1.27647369490e+18,fake_moonlight,2020-06-26,26,36,3457,1604,1,0,1,1,
1.32493645430e+18,vzjyC6rBc8iBONU,2020-11-07,0,2,4,0,0,0,0,1,
1.32493667648e+18,amandapinkert16,2020-11-07,0,4,0,0,0,0,0,1,
1.32402973158e+18,jeffher59682358,2020-11-04,0,2,0,0,0,0,0,1,
1.32494146459e+18,hya8usa11,2020-11-07,0,17,0,0,0,0,0,1,
265787825,Deepz16,2011-03-14,9,26,10,3,2,0,1,1,
1.29230190070e+18,donnaWithers15,2020-08-09,0,6,0,0,0,0,0,1,
1.32493976279e+18,John97779899,2020-11-07,0,13,0,0,0,0,0,1,
1.32493479520e+18,mo_sukie,2020-11-07,0,18,0,0,0,0,0,1,
1.32401750771e+18,Daniel92364130,2020-11-04,0,1,0,0,0,0,0,1,
946590595,kyawkyawlee,2012-11-13,20,3,0,0,0,0,0,1,
1.22172141600e+18,hanz19991,2020-01-27,0,18,0,0,0,0,0,1,
1.32455759100e+18,AlyeneHope,2020-11-06,0,36,2,0,0,0,0,1,
