supermarket,week,niveaSales,niveaPrice,niveaRPrice,niveaDisplay,niveaFeature,niveaDisplayFeature,doveSales,dovePrice,doveRPrice,doveDisplay,doveFeature,doveDisplayFeature,axeSales,axePrice,axeRPrice,axeDisplay,axeFeature,axeDisplayFeature,rexonaSales,rexonaPrice,rexonaRPrice,rexonaDisplay,rexonaFeature,rexonaDisplayFeature
OKay,"2021, week 046",83.33,2.98783151326053,3.574018126888216,.29,.07,.23,40.6,2.744408866995074,2.744408866995074,.01,0,0,85.86,3.700442580945726,3.702332089552239,.01,.01,.01,98.34999999999999,2.451296390442298,2.451296390442298,0,0,0
OKay,"2021, week 047",68.89,3.015909420815793,3.558189655172401,.43,.03,.06,35.51,2.799521261616446,2.799521261616446,.01,0,.03,99.05,3.720060575466936,3.720060575466936,.02,.01,.03,96.63,2.454838042015937,2.457040498442367,.01,0,0
OKay,"2021, week 048",33.11,3.677378435517971,3.713360323886639,.13,.01,0,50.72,2.756092271293376,2.756092271293376,.04,0,0,106.63,3.725780737128388,3.725780737128388,.05,.03,.01,97.11,2.405354752342705,2.405354752342705,0,0,0
OKay,"2021, week 049",31.41,3.714167462591532,3.714167462591532,.1,0,0,44.95,2.7706340378198,2.7706340378198,.03,.02,0,92.87,3.703467212232152,3.703467212232152,.02,0,0,103.88,2.412658837119753,2.416270033997087,0,.02,0
OKay,"2021, week 050",27.88,3.740530846484936,3.740530846484936,.04,.01,.04,48.75,2.779466666666667,2.781706063720452,.01,.01,.01,88.27,3.714874815905744,3.714874815905744,.01,.02,.05,105.32,2.391397645271554,2.391397645271554,0,0,0
OKay,"2021, week 051",36.95,3.713531799729364,3.713531799729364,.04,0,0,59.01,2.774258600237248,2.774258600237248,.03,0,0,119.85,3.708769294952024,3.708769294952024,.03,.01,.01,132.15,2.448603859250851,2.448603859250851,0,0,0
OKay,"2021, week 052",27.1,3.712915129151292,3.712915129151292,.04,0,0,42.87,2.76738978306508,2.788769670958513,.03,0,0,68.83,3.678454162429174,3.692191176470588,.01,0,0,86.27,2.461064101078011,2.471674473067916,0,0,0
OKay,"2022, week 001",21.97,3.7,3.703246456332877,.05,0,0,46.47,2.751904454486766,2.803270609318996,.03,0,0,82.3,3.660850546780073,3.66493411420205,.01,0,0,553.8200000000001,1.956807265898667,2.038441215323628,.3,.09,.23
OKay,"2022, week 002",26.95,3.722968460111318,3.722968460111318,.06,0,0,43.53,2.741258901906731,2.812074913750616,.03,0,0,86.27,3.746145821258839,3.756012176560121,.01,0,0,116.79,2.347546879013614,2.465178956446744,.14,0,0
OKay,"2022, week 003",30.79,3.641182202013642,3.641182202013642,.04,.02,.01,52.67,2.892728308334916,2.94936837815811,.06,.11,.02,87.25,3.726716332378224,3.754688786916108,0,0,0,80.3,2.765940224159403,2.815229548705943,.06,0,0
OKay,"2022, week 004",29.92,3.728810160427807,3.728810160427807,.03,0,0,58.35,2.959143101970866,2.973679653679654,.05,0,0,95.03,3.718878248974008,3.72735668789809,.01,0,0,86.78,2.792198663286471,2.795999537518789,.05,0,0
OKay,"2022, week 005",27.6,3.691340579710145,3.691340579710145,.03,0,0,58.04,3.008321847002068,3.017768523338538,.04,0,0,91.48999999999999,3.753076838998798,3.755444785276073,0,0,0,89.73999999999999,3.062837084911968,3.097111212605618,.03,0,0
OKay,"2022, week 006",111.55,2.652093231734649,3.900000000000059,.03,.42,.26,53.23,2.981232387751268,2.983662714097497,.03,0,0,99.04000000000001,3.75233239095315,3.75233239095315,0,0,0,98.41,3.270013210039631,3.273902414179485,.04,0,0
OKay,"2022, week 007",27.73,3.679192210602236,3.707425555974369,.07,0,0,55.43,2.997762944254014,2.997762944254014,.03,0,0,101.19,3.770629508844748,3.770629508844748,0,.01,.01,97.64,3.290741499385498,3.293288728769943,.02,.08,.12
OKay,"2022, week 008",27.13,3.701142646516772,3.701142646516772,.04,0,0,58.02,2.983143743536711,2.986450051849291,.01,.02,.05,94.48,3.80203217612193,3.80203217612193,0,0,0,101.5,3.297004926108374,3.297004926108374,.01,.02,.01
OKay,"2022, week 009",29.9,3.66304347826087,3.665468639887245,.02,0,0,58.28,2.93013040494166,2.928735632183908,.02,0,0,102.76,3.769949396652394,3.7823321197411,0,.01,.03,93.68000000000001,3.258464987190436,3.263124793114863,.01,0,0
OKay,"2022, week 010",26.2,3.644465648854962,3.660099750623441,.01,0,.04,60.93,2.984687346134909,2.978844133099825,.01,.01,.01,100.1,3.764415584415585,3.788591248665957,.01,0,0,108.52,3.250958348691486,3.25591963195944,0,0,0
OKay,"2022, week 011",23.11,3.659238424924275,3.669364161849711,.01,.02,.02,57.39,3.005244816170064,3.018769513314968,0,0,0,98.38,3.760591583655214,3.772785812308667,.01,0,0,98.44,3.263206013815523,3.266687624436761,0,0,0
OKay,"2022, week 012",29.42,3.66757307953773,3.66757307953773,.02,0,0,177.05,2.315916407794409,2.435273972602741,.26,.02,0,103.5,3.784570048309179,3.78462957568696,0,0,0,91.77,3.305317641930914,3.310350955131053,.01,.02,0
AlbertHeijn,"2019, week 046",11.55,3.482424242424242,3.482424242424242,.12,0,.04,12.35,3.746315789473685,3.756026058631922,0,0,0,23.74,4.279486099410279,4.279486099410279,.31,.6,.63,20.75,3.628096385542169,3.628096385542169,0,0,0
AlbertHeijn,"2019, week 047",10.59,3.474032105760152,3.474032105760152,.43,0,0,13.95,3.759283154121864,3.759283154121864,0,0,0,26.17,4.276041268628201,4.276041268628201,.43,0,0,22.94,3.628552746294682,3.628552746294682,0,0,0
AlbertHeijn,"2019, week 048",11.19,3.505004468275246,3.505004468275246,.33,.5600000000000001,.73,45.53,2.455238304414672,0,0,0,0,38.07,4.269477278697137,4.278138185654009,.44,0,0,103.99,2.445860178863352,0,0,0,0
AlbertHeijn,"2019, week 049",10.65,3.58018779342723,3.58018779342723,.31,0,0,12.58,3.74912559618442,3.754878048780488,0,0,0,32.33,4.276368697803898,4.276368697803898,0,.7,.57,21.75,3.626850574712643,3.627584269662921,0,0,0
AlbertHeijn,"2019, week 050",11.09,3.55653742110009,3.55653742110009,.18,0,0,12.51,3.757633892885692,3.754255319148936,.07,0,0,23.03,4.274250976986539,4.274250976986539,.12,0,0,20.85,3.628776978417266,3.628706939590614,0,0,0
AlbertHeijn,"2019, week 051",10.65,3.66075117370892,3.66075117370892,.28,0,0,12.59,3.755440826052423,3.755440826052423,.07,0,0,25.85,4.276170212765957,4.276170212765957,.25,0,0,23.61,3.626895383312156,3.626895383312156,0,0,0
AlbertHeijn,"2019, week 052",10.36,3.541119691119691,3.541119691119691,.19,0,0,12.36,3.758009708737864,3.758009708737864,.07,0,0,27.11,4.276908889708595,4.276908889708595,.25,0,0,20.55,3.628613138686131,3.628613138686131,0,0,0
AlbertHeijn,"2020, week 001",12.14,3.529489291598023,3.529489291598023,.12,0,0,12.82,3.754992199687988,3.754992199687988,.08,0,0,24.58,4.276566314076485,4.276566314076485,.24,0,0,21.97,3.38284023668639,3.483495145631073,0,0,0
AlbertHeijn,"2020, week 002",10.14,3.551282051282052,3.551282051282052,0,0,0,12.29,3.756143205858423,3.756143205858423,.07,0,0,21,4.277619047619048,4.277619047619048,.03,0,0,102.12,2.732011359185272,3.11033925686591,0,0,0
AlbertHeijn,"2020, week 003",9.69,3.610216718266253,3.610216718266253,.04,0,0,11.85,3.755189873417722,3.755189873417722,0,0,0,21.74,4.279116835326588,4.279116835326588,.04,0,0,101.52,2.607811268715524,3.056666666666664,0,0,0
AlbertHeijn,"2020, week 004",10.28,3.577529182879378,3.577529182879378,0,0,0,9.91,3.530070635721493,3.615625,0,0,0,23.31,4.277563277563278,4.277563277563278,0,0,0,85.5,2.741555555555556,3.295130748421999,0,.13,.71
AlbertHeijn,"2020, week 005",8.56,3.520327102803738,3.520327102803738,.06,0,0,11.85,3.422784810126583,3.541732283464569,0,0,0,24.49,4.279542670477746,4.279542670477746,.04,0,0,75.45,2.753346587143804,3.194083088543852,.08,0,0
AlbertHeijn,"2020, week 006",9.890000000000001,3.512234580384227,3.512234580384227,0,0,0,11.32,3.502650176678445,3.518041237113402,0,0,0,20.93,4.277018633540373,4.277018633540373,.04,0,0,63.97,2.65629201188057,3.166822033898304,0,0,0
AlbertHeijn,"2020, week 007",8.26,3.569491525423729,3.569491525423729,.04,0,0,11.47,3.499912816041848,3.521003134796237,0,0,0,23.92,4.274456521739131,4.274456521739131,.04,0,0,63.16,2.634990500316656,3.041438071487947,0,0,0
AlbertHeijn,"2020, week 008",10.43,3.539789069990412,3.539789069990412,.06,0,0,10.95,3.509406392694064,3.509406392694064,0,0,0,25.17,4.277552642034167,4.277552642034167,.59,0,0,67.25,2.759479553903346,3.052780487804879,.05,0,0
AlbertHeijn,"2020, week 009",9.970000000000001,3.537512537612839,3.537512537612839,0,0,0,10.04,3.502490039840638,3.502490039840638,0,0,0,27.22,4.275385745775165,4.275385745775165,0,0,0,53.29,2.651473071870895,3.137812911725955,0,0,0
AlbertHeijn,"2020, week 010",10.27,3.569620253164557,3.569620253164557,0,0,0,11.17,3.500805729632945,3.500805729632945,0,0,0,22.63,4.278568272205038,4.278568272205038,0,0,0,67.16,2.589353782013104,3.095295574125658,0,0,0
AlbertHeijn,"2020, week 011",10.71,3.506722689075629,3.506722689075629,.03,0,0,11.47,3.499912816041848,3.499912816041848,0,0,0,26.16,4.277178899082569,4.277178899082569,0,0,0,101.87,2.503906940217925,3.177777777777776,.68,0,0
AlbertHeijn,"2020, week 012",10.04,3.59183266932271,3.59183266932271,0,0,0,12.29,3.501220504475183,3.501220504475183,0,0,0,26.46,4.276341647770219,4.276341647770219,0,0,0,17.68,3.407352941176471,3.409359903381643,.83,0,0
AlbertHeijn,"2020, week 013",7.9275,3.508893093661306,3.508893093661306,0,.4,.75,9.33,3.497668810289389,3.496443007275667,0,0,0,22.4925,4.275825275091698,4.275398710553105,0,0,0,14.67,3.384918200408999,3.389434364994664,.72,0,0
AlbertHeijn,"2020, week 014",7.202,3.506949458483755,3.525301204819276,.06,.06,.24,54.4245,2.213710736892392,3.714285714285243,0,0,0,41.899,2.988023580515048,2.975555555555675,0,0,0,82.04950000000001,2.183007209062822,3.068852459016361,.3,0,0
AlbertHeijn,"2020, week 015",4.867500000000001,3.529830508474576,3.545862068965518,.04,0,0,9.1135,3.106035003017502,3.49343137254902,0,0,0,16.082,4.090731874145008,4.275543478260871,0,0,0,14.146,3.259097978227061,3.591241268135411,.16,0,0
AlbertHeijn,"2020, week 016",2.1725,3.534982738780207,3.557733175914995,0,0,0,3.11,3.490353697749196,3.492425695110259,0,0,0,6.2425,4.237885462555067,4.273380992430615,.06,0,0,5.845,3.603079555175364,3.597391732283465,.11,0,0
AlbertHeijn,"2020, week 017",3.811500000000001,3.511688311688311,3.511688311688311,0,0,0,5.9355,3.490978013646703,3.489643744821872,.05,.38,.65,12.888,4.257681564245811,4.268678267308405,.05,.65,.64,10.017,3.604492362982929,3.600095923261391,.08,.7,.64
AlbertHeijn,"2020, week 018",7.449000000000001,3.52565445026178,3.52565445026178,0,0,0,8.229000000000001,3.488230647709321,3.485570469798657,0,0,0,20.7545,4.266019417475728,4.266019417475728,0,0,0,17.6865,3.620029400955531,3.617165668662675,0,0,0
AlbertHeijn,"2020, week 019",6.404999999999999,3.470725995316159,3.470725995316159,0,0,0,6.862500000000001,3.49224043715847,3.489164785553047,0,0,0,21.03,4.26997146932953,4.26997146932953,.03,0,0,13.1625,3.615555555555555,3.609624697336562,0,.02,0
AlbertHeijn,"2020, week 020",7.386499999999999,3.502071346375145,3.502071346375145,0,0,0,8.5425,3.492537313432836,3.492929292929293,0,0,0,23.6385,4.270226537216828,4.270226537216828,0,0,0,17.3315,3.619470328592447,3.616979166666667,0,.39,.45
AlbertHeijn,"2020, week 021",9.728,3.529296875,3.529296875,0,0,0,13.319,3.48830242510699,3.489985052316892,0,0,0,28.2055,4.258605591108117,4.258605591108117,0,0,0,23.9495,3.614319714399048,3.620147194112236,.11,0,0
AlbertHeijn,"2020, week 022",12.5048,3.496551724137931,3.496551724137931,0,0,0,13.6612,3.490602582496413,3.489372693726937,0,0,0,37.7398,4.263905479096339,4.263905479096339,0,0,0,25.9308,3.611111111111111,3.608825978351374,.15,0,0
AlbertHeijn,"2020, week 023",10.79,3.420481927710844,3.420481927710844,0,0,0,31.19,2.652516832318051,3.145161290322565,0,0,0,61.9,2.672035541195477,3.758181818181854,0,0,0,55.06,2.634235379585906,3.087500000000008,.13,0,0
AlbertHeijn,"2020, week 024",12.52,3.444169329073483,3.444169329073483,0,0,0,15.28,3.740903141361257,3.737990936555892,0,0,0,38.36,4.627606882168926,4.626080969429908,.62,0,0,29.92,3.737934491978609,3.734889058913542,.24,0,0
AlbertHeijn,"2020, week 025",11.5,3.468173913043478,3.468173913043478,0,0,0,13,3.734,3.732381889763779,.03,0,0,31.04,4.63334407216495,4.633411923206467,.63,.51,.7,25.44,3.739033018867925,3.734888543286677,.14,0,0
AlbertHeijn,"2020, week 026",11.03,3.487488667271079,3.487488667271079,0,0,0,13.32,3.738963963963964,3.737232289950577,0,0,0,30,4.641866666666667,4.642289402173913,.32,0,0,27.25,3.738275229357798,3.737035524703961,.09,0,0
AlbertHeijn,"2020, week 027",11.51,3.616507384882711,3.616507384882711,0,0,0,13.31,3.735912847483096,3.738187976291279,0,0,0,34.42,4.648954096455549,4.649587507365939,.13,0,0,27.79,3.747499100395825,3.75065274151436,0,0,0
AlbertHeijn,"2020, week 028",12.29,3.576322213181448,3.576322213181448,0,0,0,12.92,3.727941176470588,3.728547579298831,0,0,0,32.29,4.644007432641685,4.644007432641685,.07,0,0,25.35,3.735897435897436,3.732433690088413,.04,0,0
AlbertHeijn,"2020, week 029",46.32,2.337305699481866,3.168749999999973,0,.27,.86,9.380000000000001,3.718443496801705,3.718443496801705,0,0,0,30.33,4.632080448400924,4.632080448400924,0,0,0,25.21,3.743752479174931,3.740876242095754,.08,0,0
AlbertHeijn,"2020, week 030",13.7,3.582116788321168,3.585081240768095,.07,0,0,12.77,3.729992169146437,3.728665568369029,0,0,0,39.29,4.644133367269025,4.644133367269025,0,0,0,28.27,3.723417049876194,3.720055053086905,0,0,0
AlbertHeijn,"2020, week 031",12.75,3.560470588235294,3.560470588235294,.07,0,0,11.26,3.748756660746003,3.750181488203267,0,0,0,36.45,4.64148148148148,4.639453246349797,.03,0,0,26.07,3.733947065592636,3.730385288966726,.1,.54,.49
AlbertHeijn,"2020, week 032",11.1,3.573243243243243,3.573243243243243,0,0,0,13.55,3.802140221402214,3.802140221402214,0,0,0,37.35,4.635100401606426,4.629952690715553,0,0,0,25.52,3.822061128526646,3.82900084674005,.06,0,0
AlbertHeijn,"2020, week 033",11.74,3.665247018739353,3.669064124783362,0,0,0,10.78,3.821614100185529,3.821614100185529,0,.53,.67,32.89,4.642292490118576,4.64182156133829,.03,.8,.77,23.21,3.813744075829384,3.812294718153574,0,.65,.77
AlbertHeijn,"2020, week 034",12.76,3.623902821316615,3.623902821316615,.39,.51,.73,12.69,3.806776989755714,3.806776989755714,0,0,0,26.56,4.652296686746989,4.653238242097148,.03,0,0,23.61,3.820160948750529,3.819247594050744,0,0,0
AlbertHeijn,"2020, week 035",12.83,3.573733437256431,3.573733437256431,0,0,0,10.99,3.819563239308462,3.819563239308462,0,0,0,31.1,4.649067524115756,4.648446601941747,0,0,0,19.71,3.812937595129376,3.813643331630046,0,0,0
AlbertHeijn,"2020, week 036",11.46,3.54153577661431,3.54153577661431,.06,0,0,11.26,3.822646536412079,3.822646536412079,0,0,0,89.23999999999999,3.335510981622591,3.75393258426963,.06,0,0,21.83,3.820201557489694,3.819543973941369,0,0,0
AlbertHeijn,"2020, week 037",12.7,3.600078740157481,3.600078740157481,0,0,0,12.1,3.825867768595042,3.825867768595042,0,0,0,33.47,4.641858380639379,4.64038170251439,0,0,0,24.2,3.821570247933884,3.821570247933884,0,0,0
AlbertHeijn,"2020, week 038",11.03,3.547597461468722,3.547597461468722,0,0,0,11.1,3.796936936936937,3.815140525838623,0,0,0,29.79,4.640550520308829,4.641154499151105,.05,0,0,23.39,3.81218469431381,3.81218469431381,.08,0,0
AlbertHeijn,"2020, week 039",9.880000000000001,3.627631578947368,3.648863636363636,0,0,0,55.99,2.560760850151813,2.971428571428562,0,0,0,27.02,4.642376017764619,4.642376017764619,.04,0,0,20.56,3.8215953307393,3.8215953307393,.36,0,0
AlbertHeijn,"2020, week 040",11.69,3.650898203592814,3.669190600522193,0,0,0,34.82,2.555571510626077,3.064285714285653,0,0,0,32.2,4.596832298136645,4.618823529411764,0,0,0,20.98,3.813870352716873,3.826343825665859,.36,0,0
AlbertHeijn,"2020, week 041",11.16,3.561021505376344,3.581267217630854,0,0,0,9.01,2.556714761376249,3.081481481481489,0,0,0,28.77,4.591797010775114,4.606621813031163,0,0,0,18.48,3.804329004329005,3.82757660167131,.31,0,0
AlbertHeijn,"2020, week 042",10.28,3.586381322957199,3.591870714985309,0,0,0,10.01,3.812987012987013,3.816876310272538,0,0,0,25.41,4.618299881936245,4.635691318327974,0,0,0,19.55,3.798260869565217,3.811394380853277,.14,0,0
AlbertHeijn,"2020, week 043",11.16,3.583154121863799,3.583154121863799,0,0,0,9.35,3.790160427807487,3.78775956284153,0,0,0,30.05,3.570782029950083,3.51834862385321,0,0,0,19.04,3.783245798319328,3.800268240343348,.17,0,0
AlbertHeijn,"2020, week 044",11.77,3.676890399320306,3.705575221238938,0,0,0,10.55,3.798957345971564,3.817248459958932,0,0,0,31.18,3.580211674150096,3.7743961352657,0,0,0,19.36,3.771745867768595,3.799839486356341,.06,0,0
AlbertHeijn,"2020, week 045",10.77,3.639275766016714,3.645761078998074,0,.67,.93,37.65,2.652828685258964,3.602857142857139,0,0,0,30.97,3.609105586051018,3.801886792452835,0,0,0,72.53,2.644988280711429,3.346621621621614,0,0,0
AlbertHeijn,"2020, week 046",9.69,3.552528379772963,3.604408352668214,.11,0,0,10.98,3.686885245901639,3.779883040935673,0,.47,.82,62.97,3.292837859298078,3.686567164179105,0,0,0,15.83,3.731648768161718,3.810537634408602,0,.58,.79
AlbertHeijn,"2020, week 047",9.9,3.557272727272727,3.591736526946108,0,0,0,11.31,3.689655172413793,3.765753424657534,.08,0,0,31.44,3.604770992366412,3.620692532332082,0,0,0,17.12,3.698014018691589,3.777473262032086,.08,0,0
AlbertHeijn,"2020, week 048",10.04,3.499900398406375,3.562155688622755,0,.71,.52,10.86,3.605524861878453,3.720243362831859,.5600000000000001,0,0,33.42,3.59114302812687,3.590900592084761,.49,0,0,19.34,3.672802481902793,3.7355376653249,0,0,0
AlbertHeijn,"2020, week 049",9.470000000000001,3.475818373812038,3.496045197740112,.15,0,0,18.11,2.986913307564881,3.737080103359173,0,.09,.83,46.01,3.794892414692459,3.635079539221065,0,.53,.6899999999999999,19.76,3.652631578947368,3.749017272185824,0,0,0
AlbertHeijn,"2020, week 050",8.779999999999999,3.390660592255125,3.398190591073583,0,0,0,13.74,3.368267831149927,3.667238095238095,.53,0,0,29.72,3.650672947510095,3.603282442748092,.22,.9,.68,18.8,3.667659574468086,3.684758771929824,0,0,0
AlbertHeijn,"2020, week 051",9.880000000000001,3.484210526315789,3.480511182108626,0,0,0,11.74,3.377342419080068,3.64,.48,0,0,32.13,3.60099595393713,3.626600728787091,.13,0,0,18.65,3.646970509383379,3.66824512534819,0,0,0
AlbertHeijn,"2020, week 052",9.67,3.444260599793175,3.459744408945686,.08,0,0,15.26,3.416120576671035,3.682244556113902,.41,0,0,36.68,3.609732824427482,3.682164869029276,.21,0,0,21.27,3.633521391631406,3.646631376323388,0,0,0
AlbertHeijn,"2020, week 053",10.01,3.545454545454546,3.545454545454546,.08,0,0,12.85,3.42147859922179,3.593297587131368,.22,0,0,28.46,3.522698524244554,3.575518893028206,.08,0,0,21.49,3.62354583527222,3.62354583527222,0,0,0
AlbertHeijn,"2021, week 001",11.13,3.440970350404312,3.440970350404312,.1,0,0,14.44,3.551592797783933,3.636927621861152,.21,0,0,28.26,3.530608634111819,3.555705009276438,.11,0,0,21.97,3.65207100591716,3.65207100591716,0,0,0
AlbertHeijn,"2021, week 002",8.43,3.435824436536181,3.435824436536181,.04,0,0,12.49,3.524259407526021,3.658833922261484,0,.24,.73,27.98,3.507862759113653,3.505207145572026,0,0,0,57.82,3.763075060532687,3.746315106980765,0,0,0
AlbertHeijn,"2021, week 003",11.06,3.385171790235081,3.385171790235081,.06,0,0,11.83,3.642857142857143,3.691071428571429,.18,0,0,30.2,3.502251655629139,3.497500867754252,0,0,0,21.2,3.628349056603774,3.628349056603774,0,0,0
AlbertHeijn,"2021, week 004",9.460000000000001,3.434143763213531,3.434143763213531,0,0,0,14.92,3.565415549597855,3.627758257203092,0,.61,.98,29.43,3.490519877675841,3.490154373927959,0,0,0,93.01000000000001,3.799645199440919,3.757305773342837,.06,0,0
AlbertHeijn,"2021, week 005",8.91,3.414141414141414,3.414141414141414,0,0,0,22.94,3.771360069747166,3.771945137157107,.16,0,0,26.05,3.515239923224568,3.511932707355242,0,0,0,25.02,3.673980815347722,3.64594728990552,0,0,0
AlbertHeijn,"2021, week 006",8.15,3.225276073619632,3.191277258566978,0,0,0,19.56,2.852556237218815,3.632528735632185,.06,.28,.68,34.41,3.739058413251962,3.596307460437077,0,.26,.75,19.06,3.648321091290661,3.632375822860564,0,0,0
AlbertHeijn,"2021, week 007",8.92,3.229596412556055,3.189884393063584,0,0,0,15.2,3.2175,3.536748518204912,.61,0,0,33.23,3.716912428528438,3.6650548696845,.57,0,0,23.78,3.548486122792262,3.65018276762402,0,0,0
AlbertHeijn,"2021, week 008",10.15,3.233990147783251,3.213093858632676,0,0,0,13.95,3.352974910394265,3.688069216757742,.19,0,0,33.16,3.705548854041013,3.676348684210527,.14,0,0,25.07,3.692062225767851,3.666525622943113,0,0,0
AlbertHeijn,"2021, week 009",8.76,3.190639269406393,3.187096774193549,.05,0,0,12.52,3.42132587859425,3.691407867494824,.16,0,0,79.45999999999999,3.572464132897055,3.525100133511349,.23,0,0,19.41,3.624059763008759,3.650634696755994,0,0,0
AlbertHeijn,"2021, week 010",9.390000000000001,3.146858359957402,3.202346041055719,.06,0,0,14.46,2.568533886583679,2.764457831325303,.13,0,0,34.68,3.658217993079585,3.670188830855766,.24,0,0,26.14,2.588064269319051,2.579199999999993,0,0,0
AlbertHeijn,"2021, week 011",9.81,3.189704383282365,3.213683010262258,.05,0,0,14.74,2.667028493894166,2.791054313099042,.05,0,0,33.03,3.623312140478353,3.651563585823489,.12,0,0,27.05,2.82731977818854,2.627828746177369,0,0,0
AlbertHeijn,"2021, week 012",11.48,3.136759581881533,3.178862660944206,0,0,0,16.62,2.676654632972322,2.835344827586208,.04,0,0,37.55,3.628575233022637,3.654180401558285,.05,0,0,30.93,2.760976398318784,2.689279731993302,0,0,0
AlbertHeijn,"2021, week 013",8.68,2.984907834101383,2.98443579766537,0,0,0,14.81,2.674611748818366,2.789254766031196,0,0,0,34.75,3.621294964028777,3.626031339942437,0,0,0,32.4,2.779351851851852,2.607289719626169,0,0,0
AlbertHeijn,"2021, week 014",9.949999999999999,3.136984924623116,3.136984924623116,0,0,0,15.92,2.72820351758794,2.752190974493133,0,0,0,32.76,3.648412698412699,3.660223170331474,0,0,0,50.9,3.040314341846758,2.912106184364061,0,0,0
AlbertHeijn,"2021, week 015",9.949999999999999,3.096482412060302,3.114473684210527,0,0,0,19.19,2.803908285565399,2.751162790697675,0,0,0,31.76,3.592191435768262,3.604503870513723,.13,0,0,65.43000000000001,3.234999235824545,2.977705003929788,0,0,0
AlbertHeijn,"2021, week 016",9.800000000000001,3.192959183673469,3.194552929085303,0,0,0,17.32,2.663048498845266,2.67709414381023,0,0,0,34.98,3.572584333905089,3.576907276995305,.04,0,0,42.19,3.059421663901399,2.844577044577045,0,0,0
AlbertHeijn,"2021, week 017",11.48,3.225087108013937,3.23375,0,0,0,16.75,2.70244776119403,2.71177570093458,.17,0,0,38.88,3.552263374485597,3.554639175257732,.04,0,0,37.12,2.981384698275862,2.854910277324633,0,0,0
AlbertHeijn,"2021, week 018",8.9,3.299662921348315,3.31183294663573,0,0,0,14.27,2.660126138752628,2.696925441967717,.1,0,0,37.21,3.575436710561677,3.575537190082645,0,0,0,91.98999999999999,2.427731275138602,2.184873949579828,0,0,0
AlbertHeijn,"2021, week 019",10.5,3.202952380952381,3.219919517102616,0,0,0,15.43,2.665716137394686,2.672562205783457,.07,0,0,37.01,3.56841394217779,3.588363636363637,.08,0,0,29.97,2.871538204871539,2.670756457564576,0,0,0
AlbertHeijn,"2021, week 020",8.970000000000001,3.22463768115942,3.22463768115942,0,0,0,14.74,2.695251017639078,2.695251017639078,0,0,0,32.96,3.631796116504854,3.629714811407545,0,0,0,30.11,2.788243108601793,2.714232069095006,0,0,0
AlbertHeijn,"2021, week 021",13.23,3.265230536659108,3.265230536659108,0,0,0,20.75,2.700240963855421,2.708597948216903,0,0,0,45.7,3.633741794310722,3.632994699646643,0,0,0,37.55,2.721171770972038,2.711963445029077,0,0,0
AlbertHeijn,"2021, week 022",10.14,3.266666666666667,3.266666666666667,.08,0,0,13.51,2.708734270910437,2.719248120300752,0,.71,.72,41.5,3.636240963855422,3.638529628718958,0,0,0,30.87,2.707385811467444,2.706776180698152,0,.84,.76
AlbertHeijn,"2021, week 023",9.73,3.330832476875642,3.330832476875642,.75,.26,.65,15.85,2.728769716088328,2.728769716088328,.04,0,0,36.11,3.645472168374411,3.642574257425742,.1,0,0,26.94,2.681069042316258,2.688884644766997,.2,0,0
AlbertHeijn,"2021, week 024",9.99,3.330030030030031,3.330030030030031,.18,0,0,13.71,2.709992706053975,2.709992706053975,.05,0,0,42.31,3.679082959111322,3.67501215362178,.25,0,0,27.09,2.699335548172757,2.700555144337528,.05,0,0
AlbertHeijn,"2021, week 025",14.81,3.371573261309926,3.371573261309926,.04,0,0,21.16,2.716115311909263,2.716115311909263,.39,0,0,47.69,3.655210736003355,3.660548477650616,.05,0,0,36.46,2.694130554031815,2.695026106073097,.53,0,0
AlbertHeijn,"2021, week 026",11.51,3.292354474370113,3.292354474370113,0,0,0,16.89,2.733925399644761,2.733925399644761,.07,0,0,42.18,3.639876718824088,3.641058175724203,.04,0,0,29.64,2.670614035087719,2.670614035087719,.07,0,0
AlbertHeijn,"2021, week 027",9.08,3.391740088105727,3.391740088105727,.07,0,0,15.64,2.711381074168798,2.711381074168798,.08,0,0,37.9,3.610844327176781,3.619050160085379,0,0,0,28.39,2.682423388517083,2.682423388517083,.04,0,0
AlbertHeijn,"2021, week 028",10.54,3.353605313092979,3.353605313092979,.08,0,0,18.67,2.681467595072308,2.681467595072308,.04,0,0,45.34,3.637648875165416,3.636353517364203,0,0,0,26.39,2.75615763546798,2.75615763546798,.04,0,0
AlbertHeijn,"2021, week 029",9.16,3.352183406113537,3.352183406113537,.05,0,0,16.67,2.730233953209358,2.730233953209358,0,0,0,41.57,3.650132306952129,3.649683544303798,0,0,0,19.84,2.81491935483871,2.81491935483871,.11,0,0
AlbertHeijn,"2021, week 030",10.27,3.420253164556962,3.420253164556962,.05,0,0,13.71,2.780160466812545,2.780160466812545,0,0,0,37.23,3.658716089175396,3.663375620518479,0,.8,.86,17.85,2.806834733893557,2.806834733893557,.05,0,0
AlbertHeijn,"2021, week 031",8.27,3.313663845223701,3.313663845223701,.34,.84,.4,10.47,2.689398280802292,2.689398280802292,0,0,0,36.05,3.633509015256589,3.634074485825459,.06,0,0,17.65,2.840113314447593,2.835266821345708,.04,0,0
AlbertHeijn,"2021, week 032",7.92,3.402651515151516,3.402651515151516,.21,.66,.35,13.64,2.70483870967742,2.70825350036846,0,0,0,31.68,3.62834595959596,3.630791320995533,.06,0,0,12.75,2.817176470588235,2.817176470588235,.03,0,0
